job_title,company_name,location,start_date,ctc,experience,posted,skills_required
International Telesales Executive,Razor Infotech Private Limited,Noida,Starts Immediately,"₹ 2,00,000 - 2,16,000",0-2 years,3 weeks ago,"['Salesforce', 'MS Excel', 'Negotiation']"
Graphic Designer,Primite Marketing,Gurgaon,Starts Immediately,"₹ 3,20,000 - 4,20,000",0-2 years,3 weeks ago,"['Communication', 'MS Office', 'Time Management']"
Vocal Teacher,Dhwani Sangeet Mahavidyalaya,"Delhi, Gurgaon",Starts Immediately,"₹ 2,16,000 - 3,00,000",0-2 years,3 weeks ago,"['MS Office', 'Time Management', 'Teamwork']"
Subject Matter Expert,ACS Networks & Technologies Private Limited,"Uttarakhand, Dehradun",Starts Immediately,"₹ 3,00,000",0-2 years,3 weeks ago,"['MS Office', 'Communication', 'Time Management']"
Keyboard Teacher,Dhwani Sangeet Mahavidyalaya,"Delhi, Gurgaon",Starts Immediately,"₹ 2,16,000 - 3,00,000",0-2 years,3 weeks ago,"['Teamwork', 'Time Management', 'MS Office']"
Front Desk Executive,Dhwani Sangeet Mahavidyalaya,"Delhi, Gurgaon",Starts Immediately,"₹ 2,16,000 - 3,00,000",0-2 years,3 weeks ago,"['Communication', 'Teamwork', 'MS Office']"
Marketing Manager,Vastanu Systems,Valsad,Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2 years,3 weeks ago,"['Time Management', 'Teamwork', 'Communication']"
Accountant,Ankit Doshi,Thane,Starts Immediately,"₹ 2,00,000",0-2 years,3 weeks ago,"['Communication', 'Time Management', 'MS Office']"
Tele Counsellor - Domestic,Prishatech India (OPC) Private Limited (Rojgar Lab),Gurgaon,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['MS Office', 'Teamwork', 'Communication']"
Interior Design Faculty,ESEDS School Of Design,Kolkata,Starts Immediately,"₹ 2,40,000",0-2 years,3 weeks ago,"['Teamwork', 'Communication', 'MS Office']"
Digital Marketing Executive,Cielo E-Commerce Private Limited,Delhi,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,3 weeks ago,"['Content Writing', 'Google Ads', 'Canva']"
Influencer Marketing Executive,Quint Digital,Work from home,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,3 weeks ago,"['SEO', 'Social Media', 'Canva']"
Technical Content Writer,SysTools,Delhi,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['Teamwork', 'Time Management', 'MS Office']"
Website Designer,Ally Digital Media,Mumbai,Starts Immediately,"₹ 2,40,000 - 3,60,000",0-2 years,3 weeks ago,"['Time Management', 'Teamwork', 'Communication']"
Trading Dealer,Gautam Lunawat,Pune,Starts Immediately,"₹ 2,10,000 - 3,00,000",0-2 years,3 weeks ago,"['Teamwork', 'Time Management', 'Communication']"
Junior Software Developer,Coincraft,Pune,Starts Immediately,"₹ 3,00,000 - 6,00,000",0-5 years,3 weeks ago,"['Teamwork', 'MS Office', 'Time Management']"
Accountant,Brigade Security Services,Ahmedabad,Starts Immediately,"₹ 2,00,000 - 2,00,001",0-2 years,3 weeks ago,"['Time Management', 'Communication', 'Teamwork']"
Business Development Trainee,RIVR,Chennai,Starts Immediately,"₹ 2,00,000",0-2 years,3 weeks ago,"['Market Research', 'Negotiation', 'Communication']"
Junior UI/UX Designer,Weekend UX,Work from home,Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2 years,3 weeks ago,"['Time Management', 'Communication', 'MS Office']"
Outreach Specialist,Creatiwise,Work from home,Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2 years,3 weeks ago,"['Time Management', 'Teamwork', 'Communication']"
Customer Relations Associate,Aweri Foods,Delhi,Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2 years,3 weeks ago,"['Teamwork', 'MS Office', 'Communication']"
Human Resources (HR) Executive,Astrotalk,Noida,Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2 years,3 weeks ago,"['Communication', 'Time Management', 'Teamwork']"
Corporate Sales Executive,Global Advertisers Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,3 weeks ago,"['Lead Generation', 'MS Excel', 'Negotiation']"
Digital Marketing Associate,Liftech Solutions India Private Limited,Pune,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['MS Office', 'Time Management', 'Teamwork']"
Business Development Executive,Market Wavegen,Pune,Starts Immediately,"₹ 6,00,000 - 10,00,000",0-5 years,3 weeks ago,"['Market Research', 'Negotiation', 'Pitching']"
Accounts Executive,Kanalysis Consultant Private Limited,Delhi,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['Time Management', 'Teamwork', 'MS Office']"
Social Media Handler,Konita Industries Private Limited,Work from home,Starts Immediately,"₹ 2,00,000",0-2 years,3 weeks ago,"['MS Office', 'Teamwork', 'Communication']"
PHP Developer,Gyaanarth,Gurgaon,Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2 years,3 weeks ago,"['Teamwork', 'Time Management', 'MS Office']"
Senior Graphic Designer,7Shades Events,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2 years,3 weeks ago,"['Teamwork', 'Time Management', 'Communication']"
Data Analytics Manager,S&M Ventures India Private Limited,Work from home,Starts Immediately,"₹ 2,00,000",0-2 years,3 weeks ago,"['Communication', 'MS Office', 'Teamwork']"
Associate - Business Development,Engagedly,Work from home,Starts Immediately,"₹ 4,00,000 - 6,50,000",0-5 years,3 weeks ago,"['Negotiation', 'Communication', 'Market Research']"
Spoken English Trainer,Lighthouse Communities Foundation,Pune,Starts Immediately,"₹ 2,40,000 - 3,50,000",0-2 years,3 weeks ago,"['Presentation', 'Public Speaking', 'Communication']"
Telecaller,Insuremile Insurance Web Aggregator,Work from home,Starts Immediately,"₹ 2,00,000 - 3,50,000",0-2 years,3 weeks ago,"['Time Management', 'MS Office', 'Communication']"
Home Automation Installer,Smart1 Solution,Delhi,Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2 years,3 weeks ago,"['Communication', 'Time Management', 'Teamwork']"
Technical Writer,Zeotap,Bangalore,Starts Immediately,"₹ 4,00,000 - 9,00,000",0-5 years,3 weeks ago,"['MS Office', 'Time Management', 'Teamwork']"
Customer Relationship Specialist,HR Cosmo,Gurgaon,Starts Immediately,"₹ 2,16,000",0-2 years,3 weeks ago,"['Time Management', 'MS Office', 'Teamwork']"
Business Development Executive,Teamology Softech And Media Services Private Limited,Kolkata,Starts Immediately,"₹ 2,20,000 - 4,00,000",0-2 years,3 weeks ago,"['Communication', 'Excel', 'Pitching']"
Digital Marketing Manager,2.Oh! (Seasons & Soul Consumer Products Private Limited),Mumbai,Starts Immediately,"₹ 2,50,000 - 3,50,000",0-2 years,3 weeks ago,"['Communication', 'Teamwork', 'MS Office']"
Research Analyst,ALFA KPO Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['Communication', 'Time Management', 'MS Office']"
Junior Operations Executive,Misrii Home Foods LLP,Jaipur,Starts Immediately,"₹ 2,16,000 - 2,50,000",0-2 years,3 weeks ago,"['Teamwork', 'Communication', 'Time Management']"
Academic Counselor,Cynosure Corporate Solutions,Work from home,Starts Immediately,"₹ 2,00,000 - 3,60,000",0-2 years,3 weeks ago,"['MS Office', 'Teamwork', 'Communication']"
Graphic Designer,Ekatra,Work from home,Starts Immediately,"₹ 2,00,000 - 2,04,000",0-2 years,3 weeks ago,"['Time Management', 'MS Office', 'Communication']"
Image Editor/Photo Re-toucher,A And M Digi5 Studios Private Limited,Ghaziabad,Starts Immediately,"₹ 2,00,000",0-2 years,3 weeks ago,"['Teamwork', 'Communication', 'MS Office']"
Receptionist,Suminter India Organics,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['Teamwork', 'Communication', 'Time Management']"
Back Office Executive,OSI Visa & Immigration,Ahmedabad,Starts Immediately,"₹ 2,00,000 - 2,16,000",0-2 years,3 weeks ago,"['Time Management', 'Teamwork', 'MS Office']"
Accountant,Adaxx Media,Noida,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,3 weeks ago,"['Teamwork', 'Communication', 'Time Management']"
Java Developer,CN Solutions,Mohali,Starts Immediately,"₹ 7,00,000 - 13,00,000",4-6 years,3 days ago,"['Communication', 'MS Office', 'Teamwork']"
Unity Game Developer,Durvesh Santosh Naik,Work from home,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,3 weeks ago,"['Teamwork', 'Communication', 'MS Office']"
Graphic Designer,Du Dugital Global,Delhi,Starts Immediately,"₹ 5,50,000 - 7,00,000",0-5 years,3 weeks ago,"['Teamwork', 'MS Office', 'Time Management']"
Junior Architect,M4A Designs Private Limited,Jaipur,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,3 weeks ago,"['Time Management', 'MS Office', 'Teamwork']"
Corporate Communications Specialist (Law Graduates),Manupatra Information Solutions Private Limited,Noida,Starts Immediately,"₹ 3,00,000 - 3,60,000",0-2 years,3 weeks ago,"['MS Office', 'Time Management', 'Teamwork']"
Telecaller,Skinzest,Gurgaon,Starts Immediately,"₹ 3,00,000 - 3,60,000",0-2 years,3 weeks ago,"['MS Office', 'Communication', 'Teamwork']"
Associate Videographer,Madhu Gupta Makeovets,Gurgaon,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['Communication', 'Time Management', 'Teamwork']"
Sales Associate,Pooja Shroff,Delhi,Starts Immediately,"₹ 2,00,000 - 2,16,000",0-2 years,3 weeks ago,"['MS Office', 'Communication', 'Time Management']"
Digital Marketing Executive,IMARC,Noida,Starts Immediately,"₹ 2,60,000 - 3,00,000",0-2 years,3 weeks ago,"['Canva', 'Google Ads', 'SEO']"
UX/UI Designer,Oloid.ai,Bangalore,Starts Immediately,"₹ 3,00,000 - 6,00,000",0-5 years,3 weeks ago,"['Teamwork', 'MS Office', 'Communication']"
Field Sales Executive,Uncle Sams Kitchen,Chennai,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,3 weeks ago,"['Lead Generation', 'Salesforce', 'Negotiation']"
Graphic Designer,EvGracias,Hyderabad,Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2 years,3 weeks ago,"['Teamwork', 'Time Management', 'Communication']"
Email Marketing Intern,UniAthena,"Mumbai, Nagpur, Pune",Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,3 weeks ago,"['Teamwork', 'Time Management', 'MS Office']"
Data Intelligence Consultant,Binary Numbers,Mumbai,Starts Immediately,"₹ 4,00,000 - 6,00,000",0-5 years,3 weeks ago,"['MS Office', 'Time Management', 'Communication']"
Business Development Executive,Nothing Before Coffee,Jaipur,Starts Immediately,"₹ 2,40,000 - 3,60,000",0-2 years,3 weeks ago,"['Pitching', 'Market Research', 'Communication']"
Travel Consultant,Take A Break Holidays,Work from home,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,3 weeks ago,"['Communication', 'MS Office', 'Teamwork']"
Telecaller,Propsoch,Bangalore,Starts Immediately,"₹ 2,00,000",0-2 years,3 weeks ago,"['Time Management', 'Teamwork', 'Communication']"
Content Writer,Headsup Corporation,Delhi,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['MS Office', 'Time Management', 'Communication']"
Sales Coordinator,Arham Technologies Limited,Raipur,Starts Immediately,"₹ 2,00,000 - 2,14,000",0-2 years,3 weeks ago,"['MS Office', 'Time Management', 'Teamwork']"
Full Stack Developer,Stockarea,Chennai,Starts Immediately,"₹ 5,00,000 - 6,00,000",0-5 years,3 weeks ago,"['Time Management', 'MS Office', 'Communication']"
Marketing Manager,Yog Love,Work from home,Starts Immediately,"₹ 4,00,000 - 5,00,000",0-5 years,3 weeks ago,"['Time Management', 'MS Office', 'Communication']"
Administration Executive,Yog Love,Work from home,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,3 weeks ago,"['MS Office', 'Teamwork', 'Time Management']"
Human Resources (HR) Associate,Astro Arun Pandit,Noida,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,3 weeks ago,"['Communication', 'Teamwork', 'MS Office']"
Associate Content Writer,GreyCampus,Work from home,Starts Immediately,"₹ 3,00,000 - 5,00,000",0-5 years,3 weeks ago,"['Teamwork', 'Communication', 'Time Management']"
Travel Consultant,Dream Tour Planner,Delhi,Starts Immediately,"₹ 3,00,000",0-2 years,3 weeks ago,"['Teamwork', 'Communication', 'MS Office']"
Social Media Executive,Choisir Marketing,Delhi,Starts Immediately,"₹ 2,00,000",0-2 years,3 weeks ago,"['MS Office', 'Teamwork', 'Communication']"
English Language Trainer,English Maestro,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['Public Speaking', 'Communication', 'Presentation']"
Operations Executive,CN India Consulting Services Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,60,000",0-2 years,3 weeks ago,"['MS Office', 'Teamwork', 'Communication']"
Customer Service Associate,Skillgigs,Work from home,Starts Immediately,"₹ 2,80,000 - 3,00,000",0-2 years,3 weeks ago,"['Teamwork', 'MS Office', 'Communication']"
Junior Corporate Sales Executive,GlossNGlass,Bangalore,Starts Immediately,"₹ 2,00,000 - 3,50,000",0-2 years,3 weeks ago,"['Negotiation', 'MS Excel', 'Salesforce']"
Telecaller,Awning Global Private Limited,"Gurgaon, Delhi",Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,3 weeks ago,"['Communication', 'MS Office', 'Time Management']"
Assistant Store Manager,IndSide,Kolkata,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,3 weeks ago,"['Time Management', 'Communication', 'MS Office']"
Associate Technical Writer,Capillary Technologies,Bangalore,Starts Immediately,"₹ 5,00,000 - 8,00,000",0-5 years,3 weeks ago,"['MS Office', 'Communication', 'Time Management']"
Accounts Executive,Constellation Blu,Mumbai,Starts Immediately,"₹ 2,00,000",0-2 years,3 weeks ago,"['Teamwork', 'Time Management', 'Communication']"
Center In Charge,Savram Foundation,Delhi,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,3 weeks ago,"['MS Office', 'Teamwork', 'Time Management']"
Corporate Sales Manager,"Gena HealthX Private Limited, India",Work from home,Starts Immediately,"₹ 5,00,000 - 8,00,000",0-5 years,3 weeks ago,"['Sales Strategy', 'Client Management', 'B2B Sales']"
Digital Content Creator,Onroadz,Bangalore,Starts Immediately,"₹ 2,25,000 - 3,00,000",0-2 years,3 weeks ago,"['Time Management', 'Teamwork', 'MS Office']"
Administration Executive,Ekostay,Mumbai,Starts Immediately,"₹ 2,00,000",0-2 years,3 weeks ago,"['MS Office', 'Teamwork', 'Time Management']"
3D Graphic Designer,Return On Ideas Private Limited,Delhi,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,3 weeks ago,"['Communication', 'Teamwork', 'MS Office']"
Graphic Designer,Marketing Done Right,Delhi,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,3 weeks ago,"['Time Management', 'MS Office', 'Communication']"
QA Engineer (App Tester),App Successor,Noida,Starts Immediately,"₹ 3,00,000 - 3,60,000",0-2 years,3 weeks ago,"['Teamwork', 'Time Management', 'Communication']"
Associate Accountant,Business Mitra Private Limited,Navi Mumbai,Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2 years,3 weeks ago,"['MS Office', 'Communication', 'Teamwork']"
Social Media Manager - Fresher,Yog Love,Work from home,Starts Immediately,"₹ 3,00,000",0-2 years,3 weeks ago,"['Teamwork', 'Time Management', 'MS Office']"
Graphic Designer,INK PPT,Gurgaon,Starts Immediately,"₹ 2,40,000 - 3,60,000",0-2 years,3 weeks ago,"['Time Management', 'Communication', 'Teamwork']"
Admission Counselor,Marktecons,Delhi,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['MS Office', 'Time Management', 'Teamwork']"
Admission Counselor,Dhwani Sangeet Mahavidyalaya,"Gurgaon, Delhi",Starts Immediately,"₹ 2,16,000 - 3,00,000",0-2 years,3 weeks ago,"['Teamwork', 'MS Office', 'Time Management']"
Telecaller,Dhwani Sangeet Mahavidyalaya,"Delhi, Gurgaon",Starts Immediately,"₹ 2,16,000 - 3,00,000",0-2 years,3 weeks ago,"['Communication', 'MS Office', 'Teamwork']"
Customer Relations Executive,Talent Corner HR Services,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['Time Management', 'MS Office', 'Communication']"
Manager - Business Development,CreditSutra,Karnataka,Starts Immediately,"₹ 2,00,000",0-2 years,3 weeks ago,"['Negotiation', 'Market Research', 'Pitching']"
Associate Counselor,UniAcco,Mumbai,Starts Immediately,"₹ 2,50,000 - 3,00,000",0-2 years,3 weeks ago,"['MS Office', 'Teamwork', 'Communication']"
Technical Support Specialist,BirdChime Technologies LLP,Work from home,Starts Immediately,"₹ 3,00,000 - 4,00,000",0-2 years,3 weeks ago,"['Teamwork', 'MS Office', 'Communication']"
Finance Analyst,Preferential Business Advisory Private Limited,"Pune, Chakan",Starts Immediately,"₹ 6,00,000 - 8,00,000",0-5 years,3 weeks ago,"['Teamwork', 'Communication', 'Time Management']"
Business Development Executive,Foreantech Labs Private Limited,Gurgaon,Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2 years,3 weeks ago,"['Negotiation', 'Pitching', 'Communication']"
Maintenance Executive,Fusion Staffing,Greater Noida,Starts Immediately,"₹ 2,25,000 - 2,50,000",0-2 years,3 weeks ago,"['Communication', 'MS Office', 'Teamwork']"
Business Development Executive,UPSWIIT,"Gurgaon, Delhi",Starts Immediately,"₹ 3,00,000 - 5,00,000",0-5 years,3 weeks ago,"['Excel', 'Communication', 'Market Research']"
Billing Associate,Mithi Software Technologies Private Limited,Pune,Starts Immediately,"₹ 3,00,000 - 3,50,000",0-2 years,3 weeks ago,"['MS Office', 'Teamwork', 'Communication']"
Trainee - Data Collection,Markelytics Solutions India,Bangalore,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,3 weeks ago,"['Time Management', 'MS Office', 'Communication']"
Programme Coordinator (Life Skills Education Programme),Butterflies NGO,Udham Singh Nagar,Starts Immediately,"₹ 3,60,000 - 4,20,000",0-2 years,3 weeks ago,"['Teamwork', 'Communication', 'Time Management']"
Fashion Designer,Vodaplay India,"Noida, Delhi, Bangalore, Hyderabad, Kolkata, Mumbai",Starts Immediately,"₹ 3,00,000 - 5,00,000",0-5 years,3 weeks ago,"['Creativity', 'Adobe Illustrator', 'Trend Analysis']"
Digital Content Creator/Community Builder,Bulkpe,"Chennai, Madurai, Tamil Nadu",Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['Communication', 'Teamwork', 'MS Office']"
Electrical Engineer,JMJ Enterprises,Delhi,Starts Immediately,"₹ 2,00,000 - 5,00,000",0-5 years,3 weeks ago,"['Time Management', 'Teamwork', 'MS Office']"
Senior Legal Associate,Dot Legal Private Limited - The Lawgical Buddy,Kanpur,Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2 years,3 weeks ago,"['Time Management', 'Teamwork', 'Communication']"
Executive Assistant,Asmi,Gurgaon,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,3 weeks ago,"['Communication', 'MS Office', 'Time Management']"
Sales Consultant,PearVisa Immigration Service Private Limited,Bangalore,Starts Immediately,"₹ 2,00,000 - 3,36,000",0-2 years,3 weeks ago,"['Time Management', 'Teamwork', 'MS Office']"
