job_title,company_name,location,start_date,ctc,experience,posted,skills_required
Operations Specialist,Buddha Education Association Incorporation,"Pune, Mumbai",Starts Immediately,"₹ 5,00,000 - 8,00,000",0-5 years,1 week ago,"['MS Office', 'Teamwork', 'Communication']"
IT Recruitment Planner,Talent Corner HR Services,Mumbai,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,"1 week ago


Be an early applicant","['Time Management', 'Communication', 'MS Office']"
Campus Recruitment Planner,Talent Corner HR Services,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,"2 weeks ago


Be an early applicant","['Communication', 'MS Office', 'Teamwork']"
Medical Recruitment Planner,Talent Corner HR Services,Mumbai,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,"1 week ago


Be an early applicant","['Teamwork', 'Communication', 'MS Office']"
Senior Management Hiring Planner,Talent Corner HR Services,Mumbai,Starts Immediately,"₹ 3,00,000 - 6,00,000",0-5 years,"2 weeks ago


Be an early applicant","['Teamwork', 'Communication', 'MS Office']"
Interior Designer,Spaces Talk,Delhi,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,2 weeks ago,"['Time Management', 'MS Office', 'Communication']"
Franchisee Compliance Officer,Talent Corner HR Services,Mumbai,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,"2 weeks ago


Be an early applicant","['MS Office', 'Teamwork', 'Communication']"
Business Operations Specialist,"ZettaBlock (San Francisco, United States)",Work from home,Starts Immediately,"₹ 2,00,000 - 3,50,000",0-2 years,5 days ago,"['Time Management', 'Teamwork', 'MS Office']"
Legal Contract Specialist,Talent Corner HR Services,Mumbai,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,2 weeks ago,"['Communication', 'MS Office', 'Time Management']"
Media Recruitment Planner,Talent Corner HR Services,Mumbai,Starts Immediately,"₹ 2,00,000 - 5,00,000",0-5 years,"1 week ago


Be an early applicant","['Teamwork', 'MS Office', 'Communication']"
Video Editor,Jaipur Film Company,Jaipur,Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2 years,3 weeks ago,"['Teamwork', 'MS Office', 'Communication']"
Digital Marketing Specialist,Art Attack Animation,Delhi,Starts Immediately,"₹ 2,76,000 - 3,00,000",0-2 years,2 weeks ago,"['Communication', 'Teamwork', 'MS Office']"
Digital Marketing Associate,Onavid Digital,Pune,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['MS Office', 'Teamwork', 'Time Management']"
Financial & Legal Sector Hiring Manager,Talent Corner HR Services,Mumbai,Starts Immediately,"₹ 3,00,000 - 5,00,000",0-5 years,"2 weeks ago


Be an early applicant","['Teamwork', 'MS Office', 'Time Management']"
Demand And Lead GEnerator,Metriqe Solutions Private Limited,Chennai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,"2 weeks ago


Be an early applicant","['MS Office', 'Time Management', 'Teamwork']"
Legal Researcher,Talent Corner HR Services,Mumbai,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,"2 weeks ago


Be an early applicant","['Teamwork', 'MS Office', 'Time Management']"
Graphic Designer,Pixel'O'Media,Jaipur,Starts Immediately,"₹ 2,04,000 - 2,76,000",0-2 years,"2 weeks ago


Be an early applicant","['Communication', 'Teamwork', 'MS Office']"
Product Manager,Future Skills,Hyderabad,Starts Immediately,"₹ 3,00,000 - 5,00,000",0-5 years,1 week ago,"['MS Office', 'Teamwork', 'Communication']"
Senior Business Development Manager,PassionMojo Private Limited,Vashi Navi Mumbai,Starts Immediately,"₹ 5,00,000 - 12,00,000",0-5 years,"2 weeks ago


Be an early applicant","['Pitching', 'Negotiation', 'Communication']"
Business Development - HR,CATKing Educare,Mumbai,Starts Immediately,"₹ 3,00,000 - 3,50,000",0-2 years,"1 week ago


Be an early applicant","['Communication', 'Market Research', 'Pitching']"
Inside Sales Executive,Quick Digital Technologies Private Limited,"Chennai, Gurgaon",Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,2 weeks ago,"['Negotiation', 'CRM', 'Salesforce']"
Digital Marketing Executive,Trade Brains,Bangalore,Starts Immediately,"₹ 3,60,000 - 4,20,000",0-2 years,3 weeks ago,"['Social Media', 'Canva', 'Google Ads']"
Branch Manager,The HR Mindset Corporate Service Private Limited,Mumbai,Starts Immediately,"₹ 3,00,000 - 4,00,000",0-2 years,3 weeks ago,"['MS Office', 'Communication', 'Teamwork']"
Senior Manager,Tasuvure,Delhi,Starts Immediately,"₹ 4,00,000 - 6,00,000",0-5 years,"1 week ago


Be an early applicant","['Time Management', 'Teamwork', 'Communication']"
Corporate Sales Executive,Atelierish Media,Kolkata,Starts Immediately,"₹ 2,00,000 - 8,00,000",0-5 years,"1 week ago


Be an early applicant","['Negotiation', 'Salesforce', 'Lead Generation']"
Content Writer,Netscape India Private Limited,Gurgaon,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,"2 weeks ago


Be an early applicant","['MS Office', 'Time Management', 'Communication']"
Accounts Executive,QuantumLink Communications Private Limited,Mumbai,Starts Immediately,"₹ 2,64,000 - 3,00,000",0-2 years,3 weeks ago,"['MS Office', 'Time Management', 'Communication']"
Graphic Designer,Swipe,Hyderabad,Starts Immediately,"₹ 4,50,000 - 6,00,000",0-5 years,1 week ago,"['Teamwork', 'Time Management', 'MS Office']"
Graphic Designer,Brooks And Glane,"Chandigarh, Zirakpur, Panchkula",Starts Immediately,"₹ 2,00,000",0-2 years,"3 weeks ago


Be an early applicant","['Communication', 'Time Management', 'Teamwork']"
Corporate Sales Associate,Dolfix DX-Market,Chennai,Starts Immediately,"₹ 2,00,000",0-2 years,"3 weeks ago


Be an early applicant","['Sales Strategy', 'CRM', 'Client Management']"
Business Development Executive,Easy Hiring,Hyderabad,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,2 weeks ago,"['Communication', 'Negotiation', 'Pitching']"
Customer Care Associate,Benchmark Management Solutions,"Gurgaon, Delhi",Starts Immediately,"₹ 2,00,000 - 2,60,000",0-2 years,3 weeks ago,"['Communication', 'Teamwork', 'MS Office']"
Business Development Executive,Intrainz Eductech,Hyderabad,Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2 years,"2 weeks ago


Be an early applicant","['Negotiation', 'Communication', 'Market Research']"
Project Engineer,Ducom Instruments,Bangalore,Starts Immediately,"₹ 3,00,000 - 4,20,000",0-2 years,3 weeks ago,"['Time Management', 'Communication', 'MS Office']"
CREO DESIGN ENGINEER,SALUJA CAD CONSULTANCY,"Alwar, Gurgaon, Delhi, Ghaziabad, Noida",Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['MS Office', 'Teamwork', 'Time Management']"
Social Media Marketing Executive,AgentInsights,Delhi,Starts Immediately,"₹ 2,00,000 - 2,00,001",0-2 years,3 weeks ago,"['SEO', 'Social Media', 'Canva']"
Senior Sales Specialist (Field Work) - EdTech,Qlearncept,Hyderabad,Starts Immediately,"₹ 6,00,000 - 8,40,000",0-5 years,1 week ago,"['Communication', 'MS Office', 'Time Management']"
Business Development Associate,EFOS Edumarketers Private Limited,Hyderabad,Starts Immediately,"₹ 3,00,000 - 3,50,000",0-2 years,2 weeks ago,"['Excel', 'Negotiation', 'Pitching']"
Junior Talent Acquisition Specialist,Qrata,Mumbai,Starts Immediately,"₹ 2,50,000 - 4,00,000",0-2 years,2 weeks ago,"['Communication', 'Teamwork', 'Time Management']"
Pre-Sales And Sales Support Executive/Engineer,Offcom Systems Private Limited,"Noida, Delhi",Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,"2 weeks ago


Be an early applicant","['Time Management', 'Teamwork', 'Communication']"
Junior Architect And Interior Designer,MOSH 360 Architects,Ahmedabad,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,2 weeks ago,"['Teamwork', 'MS Office', 'Time Management']"
SolidWorks Designer,SALUJA CAD CONSULTANCY,"Faridabad, Manesar, Ghaziabad, Delhi, Noida",Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,2 weeks ago,"['Time Management', 'Teamwork', 'Communication']"
Graphic Designer,National Program On Career Awareness,"Noida, Greater Noida, Ghaziabad, Delhi",Starts Immediately,"₹ 2,50,000 - 3,00,000",0-2 years,3 weeks ago,"['Communication', 'MS Office', 'Time Management']"
Senior Design Engineer,SALUJA CAD CONSULTANCY,"Noida, Manesar, Delhi, Gurgaon",Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,"2 weeks ago


Be an early applicant","['MS Office', 'Communication', 'Teamwork']"
Behavioral Trainer,Kapable.club,Delhi,Starts Immediately,"₹ 4,00,000 - 7,00,000",0-5 years,"1 week ago


Be an early applicant","['Communication', 'Teaching', 'Presentation']"
Communication Coach,Kapable.club,Delhi,Starts Immediately,"₹ 4,00,000 - 7,00,000",0-5 years,"1 week ago


Be an early applicant","['Time Management', 'MS Office', 'Communication']"
Digital Marketing Specialist,Startup Xperts,"Tamil Nadu, Chennai",Starts Immediately,"₹ 2,40,000 - 3,50,000",0-2 years,"2 weeks ago


Be an early applicant","['Communication', 'MS Office', 'Time Management']"
Sales Operations Eexcutive,Guardhat,Work from home,Starts Immediately,"₹ 4,00,000 - 5,00,000",0-5 years,2 weeks ago,"['MS Office', 'Time Management', 'Teamwork']"
Content Writer,Verbinden Communication Private Limited,Bangalore,Starts Immediately,"₹ 4,50,000 - 5,25,000",0-5 years,1 week ago,"['Communication', 'Teamwork', 'MS Office']"
Graphic Designer,The HR Mindset Corporate Service Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['Time Management', 'Teamwork', 'MS Office']"
Content Writer,Atelierish Media,Kolkata,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,1 week ago,"['MS Office', 'Teamwork', 'Communication']"
Architect,Habique,Hyderabad,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,2 weeks ago,"['MS Office', 'Time Management', 'Communication']"
Sales & Marketing Trainee,WOW - World Of Windows,"Ujjain, Ratlam, Neemuch, Jabalpur, Indore, Guna, Chattarpur, Mandsaur, Gwalior, Khargone, Khandwa, Bhopal",Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2 years,3 weeks ago,"['Communication', 'MS Office', 'Time Management']"
Accounts Assistant,Tulsi Weaves,Chennai,Starts Immediately,"₹ 2,00,000 - 2,16,000",0-2 years,3 weeks ago,"['Time Management', 'MS Office', 'Teamwork']"
Graphic Designer,Summit Space,Lucknow,Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2 years,3 weeks ago,"['Communication', 'Teamwork', 'Time Management']"
Digital Visual Merchandiser,Crossing Hurdles,Gurgaon,Starts Immediately,"₹ 4,00,000 - 6,00,000",0-5 years,2 weeks ago,"['MS Office', 'Time Management', 'Teamwork']"
Sales Development Representative - Outbound,GoComet,Mumbai,Starts Immediately,"₹ 6,00,000 - 9,00,000",0-5 years,"1 week ago


Be an early applicant","['Communication', 'MS Office', 'Teamwork']"
Telecaller,SS Advisory Services Private Limited,Kolkata,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,2 weeks ago,"['Communication', 'Time Management', 'MS Office']"
Accounts Assistant,Tulsi Weaves,Chennai,Starts Immediately,"₹ 2,40,000",0-2 years,3 weeks ago,"['Time Management', 'Communication', 'MS Office']"
Junior Graphic Designer,Isha Merchant,Work from home,Starts Immediately,"₹ 2,00,000",0-2 years,3 days ago,"['Communication', 'Time Management', 'Teamwork']"
Technical Program Manager,Future Skills,Hyderabad,Starts Immediately,"₹ 3,00,000 - 5,00,000",0-5 years,1 week ago,"['Teamwork', 'Communication', 'MS Office']"
Business Development Manager,Hedge Homes,Noida,Starts Immediately,"₹ 4,00,000 - 5,50,000",0-5 years,3 weeks ago,"['Market Research', 'Pitching', 'Communication']"
Data Entry Specialist,Hectec Solutions,Pune,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,2 weeks ago,"['MS Office', 'Time Management', 'Communication']"
Content Writer,The Formal Edit,Delhi,Starts Immediately,"₹ 3,00,000 - 3,24,000",0-2 years,2 weeks ago,"['Time Management', 'Communication', 'Teamwork']"
Growth Executive,Cerebronics,Bangalore,Starts Immediately,"₹ 4,00,000",0-2 years,1 week ago,"['Time Management', 'Communication', 'Teamwork']"
Junior Recruitment Executive,Approach Us,Mumbai,Starts Immediately,"₹ 2,00,000",0-2 years,3 weeks ago,"['MS Office', 'Teamwork', 'Communication']"
Business Development Executive,TrueBiz Learning Info Solutions LLP,"Delhi, Gurgaon, Hyderabad, Mumbai",Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,2 weeks ago,"['Market Research', 'Excel', 'Pitching']"
Digital Marketing Specialist,Cent Percent Mathematics,Delhi,Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2 years,3 weeks ago,"['Teamwork', 'Communication', 'MS Office']"
Placement And Corporate Relations Executive,Expertrons,Mumbai,Starts Immediately,"₹ 3,00,000 - 3,40,000",0-2 years,"2 weeks ago


Be an early applicant","['Communication', 'MS Office', 'Time Management']"
UI Designer,Future Skills,Hyderabad,Starts Immediately,"₹ 3,00,000 - 5,00,000",0-5 years,1 week ago,"['Communication', 'MS Office', 'Time Management']"
Law Associate,Augustus Law,"Kolkata, Mumbai",Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,1 week ago,"['MS Office', 'Communication', 'Teamwork']"
Financial Content Creator (Video),Trade Brains,Bangalore,Starts Immediately,"₹ 3,00,000 - 4,00,000",0-2 years,"3 weeks ago


Be an early applicant","['Teamwork', 'Time Management', 'Communication']"
AutoCAD Draftsman (Civil/Interior),SALUJA CAD CONSULTANCY,"Delhi, Gurgaon, Noida",Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,2 weeks ago,"['MS Office', 'Time Management', 'Communication']"
Senior Legal Researcher,Primus Insolvency Resolution And Valuation Private Limited,Delhi,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,2 weeks ago,"['Teamwork', 'MS Office', 'Time Management']"
Trainee - Teacher Empowerment,Eupheus Learning,Delhi,Starts Immediately,"₹ 4,00,000 - 4,50,000",0-2 years,3 weeks ago,"['Communication', 'Teamwork', 'MS Office']"
Financial Planner,Talent Corner HR Services,Mumbai,Starts Immediately,"₹ 2,00,000 - 5,00,000",0-5 years,2 weeks ago,"['MS Office', 'Communication', 'Teamwork']"
SEO Manager,Ally Digital Media,Mumbai,Starts Immediately,"₹ 4,50,000 - 8,00,000",0-5 years,"2 weeks ago


Be an early applicant","['Time Management', 'Teamwork', 'MS Office']"
Field Sales Executive,BlinkHires,"Bangalore, Hyderabad",Starts Immediately,"₹ 3,00,000",0-2 years,3 weeks ago,"['Salesforce', 'MS Excel', 'CRM']"
Business Development Executive,Buddha Education Association Incorporation,"Pune, Mumbai",Starts Immediately,"₹ 6,00,000 - 7,50,000",0-5 years,1 week ago,"['Pitching', 'Excel', 'Communication']"
Research Analyst,Ochre Media Private Limited,Secunderabad,Starts Immediately,"₹ 2,00,000 - 2,16,000",0-2 years,2 weeks ago,"['MS Office', 'Communication', 'Time Management']"
Human Resource Recruiter,Domnic Lewis Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['Teamwork', 'Communication', 'Time Management']"
Trainee - Human Resources,QuantumLink Communications Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2 years,3 weeks ago,"['MS Office', 'Teamwork', 'Communication']"
Wealth Operations Specialist,Moneykonnect,Noida,Starts Immediately,"₹ 2,30,000 - 3,00,000",0-2 years,3 weeks ago,"['Teamwork', 'Time Management', 'Communication']"
HR Specialist,Purple Squirrel Consulting Services,Thane,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,"3 weeks ago


Be an early applicant","['Time Management', 'Teamwork', 'MS Office']"
Human Resources (HR) Manager,IJRDO Journal,Panchkula,Starts Immediately,"₹ 4,00,000 - 5,00,000",0-5 years,3 weeks ago,"['Communication', 'MS Office', 'Time Management']"
Telecaller,Sign In InfoTech Private Limited,"Bangalore, Hyderabad",Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,2 weeks ago,"['Time Management', 'Communication', 'MS Office']"
Assistant Manager - HR And Process Excellence,Sound And About,Mumbai,Starts Immediately,"₹ 3,00,000 - 3,60,000",0-2 years,1 week ago,"['Communication', 'MS Office', 'Teamwork']"
Associate Video Editor + Videographer,Yog Love,Mumbai,Starts Immediately,"₹ 2,70,000 - 3,00,000",0-2 years,"2 weeks ago


Be an early applicant","['Time Management', 'Teamwork', 'MS Office']"
Meme Content Creator,Grow2Viral,Noida,Starts Immediately,"₹ 2,00,000 - 2,16,000",0-2 years,3 weeks ago,"['MS Office', 'Time Management', 'Teamwork']"
ASP .NET Developer,Geneotech Services LLP,Udaipur,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,2 weeks ago,"['Time Management', 'Communication', 'Teamwork']"
Entrepreneur In Residence (International Markets),Slaughter & Fox,Kolkata,Starts Immediately,"₹ 7,00,000 - 10,00,000",0-5 years,"1 week ago


Be an early applicant","['Communication', 'MS Office', 'Teamwork']"
Webinar Presenter,MentorBoxx,Pune,Starts Immediately,"₹ 4,00,000 - 8,00,000",0-5 years,3 weeks ago,"['Time Management', 'MS Office', 'Teamwork']"
Data Onboarding Specialist,MProfit Software Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 5,00,000",0-5 years,2 weeks ago,"['Time Management', 'MS Office', 'Communication']"
Junior Graphic Designer,Crossing Hurdles,Gurgaon,Starts Immediately,"₹ 4,00,000 - 8,00,000",0-5 years,2 weeks ago,"['Communication', 'Time Management', 'Teamwork']"
Finance Associate,Orchard Healthcare Private Limited (Orange Health Labs),Bangalore,Starts Immediately,"₹ 10,00,000 - 14,00,000",0-5 years,5 days ago,"['Teamwork', 'Time Management', 'Communication']"
Sales Executive,Whistling Woods International,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,"3 weeks ago


Be an early applicant","['Salesforce', 'CRM', 'Lead Generation']"
Customer Success Associate,Swipe,Hyderabad,Starts Immediately,"₹ 4,00,000 - 6,00,000",0-5 years,3 weeks ago,"['Teamwork', 'Communication', 'MS Office']"
Marketing Team Lead,The Affordable Organic Store,Hyderabad,Starts Immediately,"₹ 5,00,000 - 6,00,000",0-5 years,3 weeks ago,"['Communication', 'Time Management', 'MS Office']"
Business Development Associate,Hedge Homes,Noida,Starts Immediately,"₹ 3,00,000 - 5,00,000",0-5 years,3 weeks ago,"['Pitching', 'Communication', 'Excel']"
Junior Social Media Marketing Associate,SparkPlug,"Bangalore, Mumbai",Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago,"['Communication', 'MS Office', 'Teamwork']"
Event Management Executive,3HD Media,"Ahemdabad Kasora, Vadodara, Nashik, Goa, Chandigarh, Delhi, Mumbai, Surat, Pune",Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['Time Management', 'MS Office', 'Teamwork']"
Customer Care Executive - Training,Nav Bharat Nirman Foundation,"East Singhbhum, Sipahijala, Jharkhand",Starts Immediately,"₹ 2,00,000",0-2 years,"3 weeks ago


Be an early applicant","['Teamwork', 'MS Office', 'Time Management']"
Trainee Sales,QuantumLink Communications Private Limited,"Mumbai, Pune, Bangalore",Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,"3 weeks ago


Be an early applicant","['Teamwork', 'MS Office', 'Communication']"
Junior PHP Developer,Zedex Info Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000",0-2 years,1 week ago,"['Communication', 'Time Management', 'MS Office']"
Content Writer,DigiCracker Private Limited,Ahmedabad,Starts Immediately,"₹ 2,40,000 - 3,60,000",0-2 years,3 weeks ago,"['Teamwork', 'Time Management', 'Communication']"
Business Development Associate,DePioneer Education Overseas,"South, Delhi",Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,1 week ago,"['Communication', 'Pitching', 'Market Research']"
Merchandise Designer,Esthreall,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,2 weeks ago,"['Communication', 'Time Management', 'Teamwork']"
Area Manager - Business Development (Females Preferred),Eyep Techproducts Private Limited,Work from home,Starts Immediately,"₹ 2,00,000",0-2 years,"1 week ago


Be an early applicant","['Market Research', 'Pitching', 'Negotiation']"
Field Sales Executive,Sportal Corporate Private Limited,Haridwar,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,"3 weeks ago


Be an early applicant","['CRM', 'Salesforce', 'Lead Generation']"
Sales Executive,Saroj Education Group,Mumbai,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,"3 weeks ago


Be an early applicant","['Salesforce', 'Lead Generation', 'MS Excel']"
B2B Manager,Bonanza Portfolio Limited,Navi Mumbai,Starts Immediately,"₹ 8,00,000 - 10,00,000",0-5 years,2 weeks ago,"['Teamwork', 'MS Office', 'Time Management']"
Business Development Executive,Mirats Insights,Lucknow,Starts Immediately,"₹ 2,50,000 - 3,00,000",0-2 years,3 weeks ago,"['Excel', 'Market Research', 'Communication']"
Corporate Communication Executive - Event Management,House Of Amber,Mumbai,Starts Immediately,"₹ 2,50,000 - 4,50,000",0-2 years,3 weeks ago,"['MS Office', 'Communication', 'Teamwork']"
Senior Graphic Designer,House Of Amber,Mumbai,Starts Immediately,"₹ 2,50,000 - 5,00,000",0-5 years,"3 weeks ago


Be an early applicant","['Teamwork', 'Communication', 'MS Office']"
Relationship Manager,The HR Mindset Corporate Service Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['MS Office', 'Teamwork', 'Communication']"
Agency Manager,The HR Mindset Corporate Service Private Limited,Mumbai,Starts Immediately,"₹ 3,00,000 - 4,00,000",0-2 years,3 weeks ago,"['MS Office', 'Communication', 'Time Management']"
Field Sales Executive,KhasBook,"Bikaner, Jodhpur, Kota, Suratgarh, Hanumangarh, Sikar, Jhunjhunu, Jaipur",Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,"1 week ago


Be an early applicant","['MS Excel', 'Lead Generation', 'CRM']"
Online Teacher,Learnistry Edtech LLP,Kolkata,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,2 weeks ago,"['Teamwork', 'Time Management', 'MS Office']"
Content Writer,2.Oh! (Seasons & Soul Consumer Products Private Limited),Mumbai,Starts Immediately,"₹ 2,80,000 - 3,20,000",0-2 years,3 weeks ago,"['MS Office', 'Teamwork', 'Time Management']"
Software Engineering Educator,Future Skills,Hyderabad,Starts Immediately,"₹ 3,00,000",0-2 years,1 week ago,"['Teamwork', 'MS Office', 'Time Management']"
Business Analyst,Build To Serve,"Chandigarh, Mohali, Panchkula",Starts Immediately,"₹ 3,00,000 - 3,50,000",0-2 years,3 weeks ago,"['MS Office', 'Communication', 'Time Management']"
Business Strategy Specialist,NeoStrategy,Hyderabad,Starts Immediately,"₹ 3,00,000 - 3,60,000",0-2 years,3 weeks ago,"['Teamwork', 'Communication', 'Time Management']"
Associate Telecaller,Turf Innings Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,3 weeks ago,"['Time Management', 'Communication', 'Teamwork']"
Gallery Operations Specialist (Online Art Gallery),Artflute,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago,"['Time Management', 'Teamwork', 'Communication']"
Sales Officer,WeMakeScholars,"Gujarat, Mumbai, Vijayawada, Begumpet, Patna, Pune, Ranchi, Warangal, Gurgaon, Indore, Lucknow, Delhi, Secunderabad, Hyderabad, Bhopal",Starts Immediately,"₹ 3,50,000 - 3,90,000",0-2 years,2 weeks ago,"['MS Office', 'Time Management', 'Teamwork']"
Sales Executive (Manufacturing And Education),Omspace Rocket And Exploration Private Limited,Ahmedabad,Starts Immediately,"₹ 3,50,000 - 5,50,000",0-5 years,3 weeks ago,"['MS Excel', 'Lead Generation', 'Negotiation']"
Junior Operations Executive,Bajaj Holidays,Indore,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,3 weeks ago,"['Time Management', 'Teamwork', 'Communication']"
Embedded Systems Executive,CODIIS,Chennai,Starts Immediately,"₹ 7,00,000 - 8,00,000",0-5 years,2 weeks ago,"['Communication', 'MS Office', 'Teamwork']"
Office Backend Executive,Valuetech Solutions,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,00,001",0-2 years,3 weeks ago,"['Teamwork', 'Time Management', 'MS Office']"
Business Development Executive,Atraski,Delhi,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,1 week ago,"['Negotiation', 'Excel', 'Market Research']"
PHP WordPress Developer,PassionMojo Private Limited,Navi Mumbai,Starts Immediately,"₹ 4,00,000 - 10,00,000",0-5 years,1 week ago,"['Teamwork', 'Communication', 'MS Office']"
Travel Executive,Red Rail Tours,Mumbai,Starts Immediately,"₹ 2,20,000 - 2,50,000",0-2 years,"3 weeks ago


Be an early applicant","['Time Management', 'Teamwork', 'Communication']"
Graphic Designer,Social Agni,Delhi,Starts Immediately,"₹ 3,00,000",0-2 years,2 weeks ago,"['Teamwork', 'MS Office', 'Time Management']"
Business Development Executive,Bhopuwala Creative Solutions Private Limited,Greater Noida,Starts Immediately,"₹ 2,50,000 - 3,00,000",0-2 years,3 weeks ago,"['Negotiation', 'Communication', 'Excel']"
Sales/Business Development Manager,Yog Love,Work from home,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,1 week ago,"['Pitching', 'Negotiation', 'Market Research']"
Marketing Strategist,Krivy Commerce (OPC) Private Limited,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago,"['MS Office', 'Communication', 'Time Management']"
Financial Executive,WeMakeScholars,"Amritsar, Indore, Hyderabad, Chandannagar, Mumbai, Miyapur, Jharkhand, Lucknow, Chittoor, Nagpur",Starts Immediately,"₹ 3,50,000 - 3,90,000",0-2 years,2 weeks ago,"['Time Management', 'Communication', 'MS Office']"
Content Writer,Nrich Learning,Chandigarh,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,3 weeks ago,"['Teamwork', 'Time Management', 'Communication']"
Product Developer (Science And Critical Thinking),Open Door Education,Bangalore,Starts Immediately,"₹ 8,00,000 - 12,00,000",0-5 years,2 weeks ago,"['MS Office', 'Time Management', 'Communication']"
Digital Marketing Associate,CODIIS,Chennai,Starts Immediately,"₹ 3,00,000",0-2 years,3 weeks ago,"['MS Office', 'Teamwork', 'Time Management']"
Application Support Executive,Caresoft Systems Private Limited,Mira Bhayandar,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,2 weeks ago,"['Teamwork', 'Communication', 'MS Office']"
Sales Executive,Mithi Software Technologies Private Limited,Pune,Starts Immediately,"₹ 3,50,000 - 4,00,000",0-2 years,3 weeks ago,"['Negotiation', 'Salesforce', 'Lead Generation']"
Graphic Designer,EMIAC Technologies LLC,Jaipur,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,3 weeks ago,"['Teamwork', 'Communication', 'MS Office']"
Editing,Tulsi Weaves,Chennai,Starts Immediately,"₹ 2,16,000",0-2 years,3 weeks ago,"['MS Office', 'Time Management', 'Teamwork']"
Business Development Executive - Sales,Edujam LLP,"Thane, Navi Mumbai, Kalyan",Starts Immediately,"₹ 2,94,000 - 3,54,000",0-2 years,3 weeks ago,"['Pitching', 'Communication', 'Excel']"
Field Sales Associate,Jai Bajrang Steels,Jodhpur,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,"3 weeks ago


Be an early applicant","['MS Office', 'Communication', 'Time Management']"
